loss_avg;epoch;iteration;global_iteration
2.3293764114379885;0;1;1
2.3004619598388674;0;2;2
2.2395801544189453;0;3;3
2.388004112243652;0;4;4
2.3935733795166017;0;5;5
2.380179786682129;0;6;6
2.3825752258300783;0;7;7
2.3979976654052733;0;8;8
2.3312213897705076;0;9;9
2.393244171142578;0;10;10
2.388241195678711;0;11;11
2.4469202041625975;0;12;12
2.4115781784057617;0;13;13
2.1027368545532226;0;14;14
2.3714630126953127;0;15;15
2.330333709716797;0;16;16
2.184929847717285;0;17;17
2.2771232604980467;0;18;18
2.3402736663818358;0;19;19
2.2814403533935548;0;20;20
2.3664981842041017;0;21;21
2.3000152587890623;0;22;22
2.4095270156860353;0;23;23
2.2713554382324217;0;24;24
2.3323596954345702;0;25;25
2.1587343215942383;0;26;26
2.323515510559082;0;27;27
2.4573490142822267;0;28;28
2.1712135314941405;0;29;29
2.3931711196899412;0;30;30
2.3963010787963865;0;31;31
2.3398895263671875;0;32;32
2.274657440185547;0;33;33
2.3017200469970702;0;34;34
2.145489501953125;0;35;35
2.351123046875;0;36;36
2.437712287902832;0;37;37
2.3080513000488283;0;38;38
2.107125091552734;0;39;39
2.1672218322753904;0;40;40
2.3559083938598633;0;41;41
2.327274131774902;0;42;42
2.204720115661621;0;43;43
2.3530300140380858;0;44;44
2.307689666748047;0;45;45
2.322969436645508;0;46;46
2.381911849975586;0;47;47
2.157055473327637;0;48;48
2.083909034729004;0;49;49
2.3425935745239257;0;50;50
2.2382789611816407;0;51;51
2.417839241027832;0;52;52
2.289795684814453;0;53;53
2.189064598083496;0;54;54
2.3000036239624024;0;55;55
2.081802749633789;0;56;56
2.0980939865112305;0;57;57
2.300611877441406;0;58;58
2.3685733795166017;0;59;59
2.14431095123291;0;60;60
2.3425424575805662;0;61;61
2.0397180557250976;0;62;62
2.3789112091064455;0;63;63
2.2769149780273437;0;64;64
2.33850154876709;0;65;65
2.311711311340332;0;66;66
2.3598358154296877;0;67;67
2.2103298187255858;0;68;68
2.415230941772461;0;69;69
2.2013385772705076;0;70;70
2.311911392211914;0;71;71
2.3366392135620115;0;72;72
2.2935888290405275;0;73;73
2.225636863708496;0;74;74
2.2970096588134767;0;75;75
2.2242147445678713;0;76;76
2.3507102966308593;0;77;77
2.310693359375;0;78;78
2.3537864685058594;0;79;79
2.3839437484741213;0;80;80
2.367888069152832;0;81;81
2.280781555175781;0;82;82
2.152241897583008;0;83;83
2.2917926788330076;0;84;84
2.2925491333007812;0;85;85
2.3019536972045898;0;86;86
2.258579635620117;0;87;87
2.3357662200927733;0;88;88
2.306442451477051;0;89;89
2.2176372528076174;0;90;90
2.139991569519043;0;91;91
2.135067939758301;0;92;92
2.311972427368164;0;93;93
2.2448795318603514;0;94;94
2.156438446044922;0;95;95
2.3361942291259767;0;96;96
2.413334274291992;0;97;97
2.3058406829833986;0;98;98
2.371598815917969;0;99;99
2.2548994064331054;0;100;100
2.198151206970215;0;101;101
2.4453535079956055;0;102;102
2.006919288635254;0;103;103
2.27551155090332;0;104;104
2.3140680313110353;0;105;105
2.2623693466186525;0;106;106
2.338450241088867;0;107;107
2.280424880981445;0;108;108
2.1978540420532227;0;109;109
2.2617610931396483;0;110;110
2.031723403930664;0;111;111
2.331231880187988;0;112;112
2.305871772766113;0;113;113
2.144637680053711;0;114;114
2.3668035507202148;0;115;115
2.267026901245117;0;116;116
2.3314590454101562;0;117;117
2.326027679443359;0;118;118
2.3262212753295897;0;119;119
2.1467397689819334;0;120;120
2.4119319915771484;0;121;121
2.211725044250488;0;122;122
2.259638214111328;0;123;123
2.336216354370117;0;124;124
2.334849166870117;0;125;125
2.3660221099853516;0;126;126
2.090216064453125;0;127;127
2.312514877319336;0;128;128
2.311402130126953;0;129;129
2.3887725830078126;0;130;130
2.326310729980469;0;131;131
2.314420700073242;0;132;132
1.9947063446044921;0;133;133
2.365561676025391;0;134;134
2.226329040527344;0;135;135
2.2779775619506837;0;136;136
2.1807682037353517;0;137;137
2.259806442260742;0;138;138
2.127032470703125;0;139;139
2.3573371887207033;0;140;140
2.269710159301758;0;141;141
2.1489078521728517;0;142;142
2.296319580078125;0;143;143
2.304708480834961;0;144;144
2.303213882446289;0;145;145
2.3795331954956054;0;146;146
2.364325523376465;0;147;147
2.2696910858154298;0;148;148
2.3644081115722657;0;149;149
2.157701873779297;0;150;150
2.224882125854492;0;151;151
2.302317810058594;0;152;152
2.3077266693115233;0;153;153
2.3407058715820312;0;154;154
2.2396217346191407;0;155;155
2.2205936431884767;0;156;156
2.238733673095703;0;157;157
2.263212203979492;0;158;158
2.2115455627441407;0;159;159
2.2457021713256835;0;160;160
2.3486965179443358;0;161;161
2.317378044128418;0;162;162
2.3090763092041016;0;163;163
2.3624244689941407;0;164;164
2.319108772277832;0;165;165
2.357166862487793;0;166;166
2.239038848876953;0;167;167
2.307626724243164;0;168;168
2.284307861328125;0;169;169
2.302694320678711;0;170;170
2.1209827423095704;0;171;171
2.046669769287109;0;172;172
2.251841926574707;0;173;173
2.3220354080200196;0;174;174
2.214394187927246;0;175;175
2.3222375869750977;0;176;176
2.114744186401367;0;177;177
2.278662109375;0;178;178
2.2257259368896483;0;179;179
2.251362609863281;0;180;180
2.3521509170532227;0;181;181
2.339282989501953;0;182;182
2.188205909729004;0;183;183
2.268959808349609;0;184;184
2.1684341430664062;0;185;185
2.3720958709716795;0;186;186
2.195664405822754;0;187;187
2.355840873718262;0;188;188
2.2051029205322266;0;189;189
2.3355735778808593;0;190;190
2.2608417510986327;0;191;191
2.264453315734863;0;192;192
2.365056037902832;0;193;193
2.1361667633056642;0;194;194
2.319397735595703;0;195;195
2.3094755172729493;0;196;196
2.383892822265625;0;197;197
2.2377490997314453;0;198;198
2.2252290725708006;0;199;199
2.2533063888549805;0;200;200
2.182612419128418;0;201;201
