lr;epoch;iteration;global_iteration
5.94140544970293e-08;0;174;174
5.975551458034556e-08;0;175;175
6.009697466366181e-08;0;176;176
6.043843474697808e-08;0;177;177
6.077989483029435e-08;0;178;178
6.11213549136106e-08;0;179;179
6.146281499692686e-08;0;180;180
6.180427508024313e-08;0;181;181
6.214573516355939e-08;0;182;182
6.248719524687564e-08;0;183;183
6.28286553301919e-08;0;184;184
6.317011541350817e-08;0;185;185
6.351157549682444e-08;0;186;186
6.385303558014069e-08;0;187;187
6.419449566345695e-08;0;188;188
6.45359557467732e-08;0;189;189
6.487741583008947e-08;0;190;190
6.521887591340573e-08;0;191;191
6.556033599672198e-08;0;192;192
6.590179608003825e-08;0;193;193
6.624325616335451e-08;0;194;194
6.658471624667078e-08;0;195;195
6.692617632998703e-08;0;196;196
6.726763641330329e-08;0;197;197
6.760909649661954e-08;0;198;198
6.795055657993581e-08;0;199;199
6.829201666325207e-08;0;200;200
6.863347674656834e-08;0;201;201
6.897493682988459e-08;0;202;202
6.931639691320085e-08;0;203;203
6.965785699651712e-08;0;204;204
6.999931707983337e-08;0;205;205
7.034077716314963e-08;0;206;206
7.06822372464659e-08;0;207;207
7.102369732978215e-08;0;208;208
7.136515741309842e-08;0;209;209
7.170661749641468e-08;0;210;210
7.204807757973093e-08;0;211;211
7.238953766304719e-08;0;212;212
7.273099774636346e-08;0;213;213
7.307245782967971e-08;0;214;214
7.341391791299597e-08;0;215;215
7.375537799631224e-08;0;216;216
7.40968380796285e-08;0;217;217
7.443829816294476e-08;0;218;218
7.477975824626102e-08;0;219;219
7.512121832957728e-08;0;220;220
7.546267841289353e-08;0;221;221
7.58041384962098e-08;0;222;222
7.614559857952606e-08;0;223;223
7.648705866284232e-08;0;224;224
7.682851874615858e-08;0;225;225
7.716997882947484e-08;0;226;226
7.75114389127911e-08;0;227;227
7.785289899610736e-08;0;228;228
7.819435907942362e-08;0;229;229
7.853581916273989e-08;0;230;230
7.887727924605614e-08;0;231;231
7.92187393293724e-08;0;232;232
7.956019941268865e-08;0;233;233
7.990165949600493e-08;0;234;234
8.024311957932119e-08;0;235;235
8.058457966263745e-08;0;236;236
8.09260397459537e-08;0;237;237
8.126749982926997e-08;0;238;238
8.160895991258623e-08;0;239;239
8.195041999590248e-08;0;240;240
8.229188007921874e-08;0;241;241
8.2633340162535e-08;0;242;242
8.297480024585128e-08;0;243;243
8.331626032916753e-08;0;244;244
8.365772041248379e-08;0;245;245
8.399918049580006e-08;0;246;246
8.434064057911631e-08;0;247;247
8.468210066243257e-08;0;248;248
8.502356074574882e-08;0;249;249
8.536502082906508e-08;0;250;250
8.570648091238135e-08;0;251;251
8.604794099569762e-08;0;252;252
8.638940107901387e-08;0;253;253
8.673086116233013e-08;0;254;254
8.70723212456464e-08;0;255;255
8.741378132896265e-08;0;256;256
8.775524141227891e-08;0;257;257
8.809670149559516e-08;0;258;258
8.843816157891143e-08;0;259;259
8.877962166222769e-08;0;260;260
8.912108174554396e-08;0;261;261
8.946254182886021e-08;0;262;262
8.980400191217648e-08;0;263;263
9.014546199549274e-08;0;264;264
9.0486922078809e-08;0;265;265
9.082838216212525e-08;0;266;266
9.116984224544152e-08;0;267;267
9.151130232875777e-08;0;268;268
9.185276241207403e-08;0;269;269
9.21942224953903e-08;0;270;270
9.253568257870657e-08;0;271;271
9.287714266202282e-08;0;272;272
9.321860274533908e-08;0;273;273
9.356006282865534e-08;0;274;274
9.390152291197159e-08;0;275;275
9.424298299528786e-08;0;276;276
9.458444307860412e-08;0;277;277
9.492590316192037e-08;0;278;278
9.526736324523663e-08;0;279;279
9.560882332855291e-08;0;280;280
9.595028341186916e-08;0;281;281
9.629174349518542e-08;0;282;282
9.663320357850168e-08;0;283;283
9.697466366181795e-08;0;284;284
9.73161237451342e-08;0;285;285
9.765758382845046e-08;0;286;286
9.799904391176671e-08;0;287;287
9.834050399508297e-08;0;288;288
9.868196407839925e-08;0;289;289
9.90234241617155e-08;0;290;290
9.936488424503176e-08;0;291;291
9.970634432834803e-08;0;292;292
1.0004780441166429e-07;0;293;293
1.0038926449498054e-07;0;294;294
1.007307245782968e-07;0;295;295
1.0107218466161305e-07;0;296;296
1.0141364474492932e-07;0;297;297
1.0175510482824559e-07;0;298;298
1.0209656491156185e-07;0;299;299
1.0243802499487812e-07;0;300;300
1.0277948507819437e-07;0;301;301
1.0312094516151063e-07;0;302;302
1.0346240524482688e-07;0;303;303
1.0380386532814314e-07;0;304;304
1.0414532541145941e-07;0;305;305
1.0448678549477566e-07;0;306;306
1.0482824557809193e-07;0;307;307
1.051697056614082e-07;0;308;308
1.0551116574472446e-07;0;309;309
1.0585262582804071e-07;0;310;310
1.0619408591135697e-07;0;311;311
1.0653554599467322e-07;0;312;312
1.0687700607798949e-07;0;313;313
1.0721846616130575e-07;0;314;314
1.07559926244622e-07;0;315;315
1.0790138632793829e-07;0;316;316
1.0824284641125454e-07;0;317;317
1.085843064945708e-07;0;318;318
1.0892576657788705e-07;0;319;319
1.0926722666120331e-07;0;320;320
1.0960868674451958e-07;0;321;321
1.0995014682783583e-07;0;322;322
1.1029160691115209e-07;0;323;323
1.1063306699446835e-07;0;324;324
1.1097452707778463e-07;0;325;325
1.1131598716110088e-07;0;326;326
1.1165744724441714e-07;0;327;327
1.119989073277334e-07;0;328;328
1.1234036741104966e-07;0;329;329
1.1268182749436592e-07;0;330;330
1.1302328757768218e-07;0;331;331
1.1336474766099843e-07;0;332;332
1.1370620774431469e-07;0;333;333
1.1404766782763096e-07;0;334;334
1.1438912791094722e-07;0;335;335
1.1473058799426348e-07;0;336;336
1.1507204807757975e-07;0;337;337
1.15413508160896e-07;0;338;338
1.1575496824421226e-07;0;339;339
1.1609642832752852e-07;0;340;340
1.1643788841084477e-07;0;341;341
1.1677934849416104e-07;0;342;342
1.171208085774773e-07;0;343;343
1.1746226866079357e-07;0;344;344
1.1780372874410983e-07;0;345;345
1.1814518882742609e-07;0;346;346
1.1848664891074235e-07;0;347;347
1.188281089940586e-07;0;348;348
1.1916956907737486e-07;0;349;349
1.1951102916069111e-07;0;350;350
1.1985248924400738e-07;0;351;351
1.2019394932732362e-07;0;352;352
1.2053540941063992e-07;0;353;353
1.2087686949395616e-07;0;354;354
1.2121832957727243e-07;0;355;355
1.215597896605887e-07;0;356;356
1.2190124974390494e-07;0;357;357
1.222427098272212e-07;0;358;358
1.2258416991053745e-07;0;359;359
1.2292562999385372e-07;0;360;360
1.2326709007717e-07;0;361;361
1.2360855016048626e-07;0;362;362
1.239500102438025e-07;0;363;363
1.2429147032711877e-07;0;364;364
1.2463293041043504e-07;0;365;365
1.2497439049375128e-07;0;366;366
1.2531585057706755e-07;0;367;367
1.256573106603838e-07;0;368;368
1.2599877074370006e-07;0;369;369
1.2634023082701633e-07;0;370;370
1.266816909103326e-07;0;371;371
1.2702315099364887e-07;0;372;372
1.2736461107696511e-07;0;373;373
1.2770607116028138e-07;0;374;374
1.2804753124359763e-07;0;375;375
1.283889913269139e-07;0;376;376
1.2873045141023016e-07;0;377;377
1.290719114935464e-07;0;378;378
1.2941337157686267e-07;0;379;379
1.2975483166017894e-07;0;380;380
1.300962917434952e-07;0;381;381
1.3043775182681145e-07;0;382;382
1.3077921191012772e-07;0;383;383
1.3112067199344397e-07;0;384;384
1.3146213207676024e-07;0;385;385
1.318035921600765e-07;0;386;386
1.3214505224339275e-07;0;387;387
1.3248651232670902e-07;0;388;388
1.3282797241002528e-07;0;389;389
1.3316943249334155e-07;0;390;390
1.335108925766578e-07;0;391;391
1.3385235265997406e-07;0;392;392
1.3419381274329033e-07;0;393;393
1.3453527282660658e-07;0;394;394
1.3487673290992285e-07;0;395;395
1.352181929932391e-07;0;396;396
1.3555965307655536e-07;0;397;397
1.3590111315987163e-07;0;398;398
1.362425732431879e-07;0;399;399
1.3658403332650414e-07;0;400;400
1.369254934098204e-07;0;401;401
1.3726695349313667e-07;0;402;402
1.3760841357645292e-07;0;403;403
1.3794987365976919e-07;0;404;404
1.3829133374308543e-07;0;405;405
1.386327938264017e-07;0;406;406
1.3897425390971797e-07;0;407;407
1.3931571399303424e-07;0;408;408
1.396571740763505e-07;0;409;409
1.3999863415966675e-07;0;410;410
1.4034009424298302e-07;0;411;411
1.4068155432629926e-07;0;412;412
1.4102301440961553e-07;0;413;413
1.413644744929318e-07;0;414;414
1.4170593457624804e-07;0;415;415
1.420473946595643e-07;0;416;416
1.4238885474288058e-07;0;417;417
1.4273031482619685e-07;0;418;418
1.430717749095131e-07;0;419;419
1.4341323499282936e-07;0;420;420
1.437546950761456e-07;0;421;421
1.4409615515946187e-07;0;422;422
1.4443761524277814e-07;0;423;423
1.4477907532609438e-07;0;424;424
1.4512053540941065e-07;0;425;425
1.4546199549272692e-07;0;426;426
1.458034555760432e-07;0;427;427
1.4614491565935943e-07;0;428;428
1.464863757426757e-07;0;429;429
1.4682783582599194e-07;0;430;430
1.471692959093082e-07;0;431;431
1.4751075599262448e-07;0;432;432
1.4785221607594072e-07;0;433;433
1.48193676159257e-07;0;434;434
1.4853513624257326e-07;0;435;435
1.4887659632588953e-07;0;436;436
1.4921805640920577e-07;0;437;437
1.4955951649252204e-07;0;438;438
1.499009765758383e-07;0;439;439
1.5024243665915455e-07;0;440;440
1.5058389674247082e-07;0;441;441
1.5092535682578706e-07;0;442;442
1.5126681690910333e-07;0;443;443
1.516082769924196e-07;0;444;444
1.5194973707573587e-07;0;445;445
1.522911971590521e-07;0;446;446
1.5263265724236838e-07;0;447;447
1.5297411732568465e-07;0;448;448
1.533155774090009e-07;0;449;449
1.5365703749231716e-07;0;450;450
1.539984975756334e-07;0;451;451
1.5433995765894967e-07;0;452;452
1.5468141774226594e-07;0;453;453
1.550228778255822e-07;0;454;454
1.5536433790889848e-07;0;455;455
1.5570579799221472e-07;0;456;456
1.56047258075531e-07;0;457;457
1.5638871815884723e-07;0;458;458
1.567301782421635e-07;0;459;459
1.5707163832547977e-07;0;460;460
1.5741309840879601e-07;0;461;461
1.5775455849211228e-07;0;462;462
1.5809601857542852e-07;0;463;463
1.584374786587448e-07;0;464;464
1.5877893874206106e-07;0;465;465
1.591203988253773e-07;0;466;466
1.594618589086936e-07;0;467;467
1.5980331899200987e-07;0;468;468
1.601447790753261e-07;0;469;469
1.6048623915864238e-07;0;470;470
1.6082769924195865e-07;0;471;471
1.611691593252749e-07;0;472;472
1.6151061940859116e-07;0;473;473
1.618520794919074e-07;0;474;474
1.6219353957522367e-07;0;475;475
1.6253499965853994e-07;0;476;476
1.6287645974185618e-07;0;477;477
1.6321791982517245e-07;0;478;478
1.635593799084887e-07;0;479;479
1.6390083999180496e-07;0;480;480
1.6424230007512123e-07;0;481;481
1.6458376015843748e-07;0;482;482
1.6492522024175374e-07;0;483;483
1.6526668032507e-07;0;484;484
1.6560814040838626e-07;0;485;485
1.6594960049170255e-07;0;486;486
1.6629106057501882e-07;0;487;487
1.6663252065833506e-07;0;488;488
1.6697398074165133e-07;0;489;489
1.6731544082496757e-07;0;490;490
1.6765690090828384e-07;0;491;491
1.679983609916001e-07;0;492;492
1.6833982107491635e-07;0;493;493
1.6868128115823262e-07;0;494;494
1.6902274124154887e-07;0;495;495
1.6936420132486514e-07;0;496;496
1.697056614081814e-07;0;497;497
1.7004712149149765e-07;0;498;498
1.7038858157481392e-07;0;499;499
1.7073004165813016e-07;0;500;500
1.7107150174144643e-07;0;501;501
1.714129618247627e-07;0;502;502
1.7175442190807894e-07;0;503;503
1.7209588199139523e-07;0;504;504
1.724373420747115e-07;0;505;505
1.7277880215802775e-07;0;506;506
1.7312026224134401e-07;0;507;507
1.7346172232466026e-07;0;508;508
1.7380318240797653e-07;0;509;509
1.741446424912928e-07;0;510;510
1.7448610257460904e-07;0;511;511
1.748275626579253e-07;0;512;512
1.7516902274124157e-07;0;513;513
1.7551048282455782e-07;0;514;514
1.7585194290787409e-07;0;515;515
1.7619340299119033e-07;0;516;516
1.765348630745066e-07;0;517;517
1.7687632315782287e-07;0;518;518
1.772177832411391e-07;0;519;519
1.7755924332445538e-07;0;520;520
1.7790070340777162e-07;0;521;521
1.7824216349108792e-07;0;522;522
1.7858362357440419e-07;0;523;523
1.7892508365772043e-07;0;524;524
1.792665437410367e-07;0;525;525
1.7960800382435297e-07;0;526;526
1.799494639076692e-07;0;527;527
1.8029092399098548e-07;0;528;528
1.8063238407430172e-07;0;529;529
1.80973844157618e-07;0;530;530
1.8131530424093426e-07;0;531;531
1.816567643242505e-07;0;532;532
1.8199822440756677e-07;0;533;533
1.8233968449088304e-07;0;534;534
1.8268114457419928e-07;0;535;535
1.8302260465751555e-07;0;536;536
1.833640647408318e-07;0;537;537
1.8370552482414806e-07;0;538;538
1.8404698490746433e-07;0;539;539
1.843884449907806e-07;0;540;540
1.8472990507409687e-07;0;541;541
1.8507136515741314e-07;0;542;542
1.8541282524072938e-07;0;543;543
1.8575428532404565e-07;0;544;544
1.860957454073619e-07;0;545;545
1.8643720549067816e-07;0;546;546
1.8677866557399443e-07;0;547;547
1.8712012565731067e-07;0;548;548
1.8746158574062694e-07;0;549;549
1.8780304582394318e-07;0;550;550
1.8814450590725945e-07;0;551;551
1.8848596599057572e-07;0;552;552
1.8882742607389196e-07;0;553;553
1.8916888615720823e-07;0;554;554
1.895103462405245e-07;0;555;555
1.8985180632384074e-07;0;556;556
1.90193266407157e-07;0;557;557
1.9053472649047325e-07;0;558;558
1.9087618657378955e-07;0;559;559
1.9121764665710582e-07;0;560;560
1.9155910674042206e-07;0;561;561
1.9190056682373833e-07;0;562;562
1.922420269070546e-07;0;563;563
1.9258348699037084e-07;0;564;564
1.929249470736871e-07;0;565;565
1.9326640715700335e-07;0;566;566
1.9360786724031962e-07;0;567;567
1.939493273236359e-07;0;568;568
1.9429078740695213e-07;0;569;569
1.946322474902684e-07;0;570;570
1.9497370757358464e-07;0;571;571
1.9531516765690091e-07;0;572;572
1.9565662774021718e-07;0;573;573
1.9599808782353342e-07;0;574;574
1.963395479068497e-07;0;575;575
1.9668100799016594e-07;0;576;576
1.9702246807348223e-07;0;577;577
1.973639281567985e-07;0;578;578
1.9770538824011477e-07;0;579;579
1.98046848323431e-07;0;580;580
1.9838830840674728e-07;0;581;581
1.9872976849006352e-07;0;582;582
1.990712285733798e-07;0;583;583
1.9941268865669606e-07;0;584;584
1.997541487400123e-07;0;585;585
2.0009560882332857e-07;0;586;586
2.0043706890664482e-07;0;587;587
2.0077852898996108e-07;0;588;588
2.0111998907327735e-07;0;589;589
2.014614491565936e-07;0;590;590
2.0180290923990986e-07;0;591;591
2.021443693232261e-07;0;592;592
2.0248582940654238e-07;0;593;593
2.0282728948985864e-07;0;594;594
2.0316874957317494e-07;0;595;595
2.0351020965649118e-07;0;596;596
2.0385166973980745e-07;0;597;597
2.041931298231237e-07;0;598;598
2.0453458990643996e-07;0;599;599
2.0487604998975623e-07;0;600;600
2.0521751007307247e-07;0;601;601
2.0555897015638874e-07;0;602;602
2.0590043023970499e-07;0;603;603
2.0624189032302125e-07;0;604;604
2.0658335040633752e-07;0;605;605
2.0692481048965377e-07;0;606;606
2.0726627057297004e-07;0;607;607
2.0760773065628628e-07;0;608;608
2.0794919073960255e-07;0;609;609
2.0829065082291882e-07;0;610;610
2.0863211090623506e-07;0;611;611
2.0897357098955133e-07;0;612;612
2.0931503107286757e-07;0;613;613
2.0965649115618386e-07;0;614;614
2.0999795123950013e-07;0;615;615
2.103394113228164e-07;0;616;616
2.1068087140613265e-07;0;617;617
2.1102233148944891e-07;0;618;618
2.1136379157276516e-07;0;619;619
2.1170525165608143e-07;0;620;620
2.120467117393977e-07;0;621;621
2.1238817182271394e-07;0;622;622
2.127296319060302e-07;0;623;623
2.1307109198934645e-07;0;624;624
2.1341255207266272e-07;0;625;625
2.1375401215597899e-07;0;626;626
2.1409547223929523e-07;0;627;627
2.144369323226115e-07;0;628;628
2.1477839240592774e-07;0;629;629
2.15119852489244e-07;0;630;630
2.1546131257256028e-07;0;631;631
2.1580277265587657e-07;0;632;632
2.1614423273919282e-07;0;633;633
2.1648569282250909e-07;0;634;634
2.1682715290582533e-07;0;635;635
2.171686129891416e-07;0;636;636
2.1751007307245787e-07;0;637;637
2.178515331557741e-07;0;638;638
2.1819299323909038e-07;0;639;639
2.1853445332240662e-07;0;640;640
2.188759134057229e-07;0;641;641
2.1921737348903916e-07;0;642;642
2.195588335723554e-07;0;643;643
2.1990029365567167e-07;0;644;644
2.202417537389879e-07;0;645;645
2.2058321382230418e-07;0;646;646
2.2092467390562045e-07;0;647;647
2.212661339889367e-07;0;648;648
2.2160759407225296e-07;0;649;649
2.2194905415556926e-07;0;650;650
2.222905142388855e-07;0;651;651
2.2263197432220177e-07;0;652;652
2.2297343440551804e-07;0;653;653
2.2331489448883428e-07;0;654;654
2.2365635457215055e-07;0;655;655
2.239978146554668e-07;0;656;656
2.2433927473878306e-07;0;657;657
2.2468073482209933e-07;0;658;658
2.2502219490541557e-07;0;659;659
2.2536365498873184e-07;0;660;660
2.2570511507204808e-07;0;661;661
2.2604657515536435e-07;0;662;662
2.2638803523868062e-07;0;663;663
2.2672949532199686e-07;0;664;664
2.2707095540531313e-07;0;665;665
2.2741241548862937e-07;0;666;666
2.2775387557194564e-07;0;667;667
2.280953356552619e-07;0;668;668
2.284367957385782e-07;0;669;669
2.2877825582189445e-07;0;670;670
2.2911971590521072e-07;0;671;671
2.2946117598852696e-07;0;672;672
2.2980263607184323e-07;0;673;673
2.301440961551595e-07;0;674;674
2.3048555623847574e-07;0;675;675
2.30827016321792e-07;0;676;676
2.3116847640510825e-07;0;677;677
2.3150993648842452e-07;0;678;678
2.318513965717408e-07;0;679;679
2.3219285665505703e-07;0;680;680
2.325343167383733e-07;0;681;681
2.3287577682168954e-07;0;682;682
2.3321723690500581e-07;0;683;683
2.3355869698832208e-07;0;684;684
2.3390015707163832e-07;0;685;685
2.342416171549546e-07;0;686;686
2.345830772382709e-07;0;687;687
2.3492453732158713e-07;0;688;688
2.352659974049034e-07;0;689;689
2.3560745748821967e-07;0;690;690
2.359489175715359e-07;0;691;691
2.3629037765485218e-07;0;692;692
2.3663183773816842e-07;0;693;693
2.369732978214847e-07;0;694;694
2.3731475790480096e-07;0;695;695
2.376562179881172e-07;0;696;696
2.3799767807143347e-07;0;697;697
2.3833913815474972e-07;0;698;698
2.38680598238066e-07;0;699;699
2.3902205832138223e-07;0;700;700
2.393635184046985e-07;0;701;701
2.3970497848801476e-07;0;702;702
2.40046438571331e-07;0;703;703
2.4038789865464725e-07;0;704;704
2.4072935873796354e-07;0;705;705
2.4107081882127984e-07;0;706;706
2.414122789045961e-07;0;707;707
2.417537389879123e-07;0;708;708
2.420951990712286e-07;0;709;709
2.4243665915454486e-07;0;710;710
2.427781192378611e-07;0;711;711
2.431195793211774e-07;0;712;712
2.4346103940449364e-07;0;713;713
2.438024994878099e-07;0;714;714
2.4414395957112613e-07;0;715;715
2.444854196544424e-07;0;716;716
2.4482687973775867e-07;0;717;717
2.451683398210749e-07;0;718;718
2.455097999043912e-07;0;719;719
2.4585125998770745e-07;0;720;720
2.461927200710237e-07;0;721;721
2.4653418015434e-07;0;722;722
2.468756402376563e-07;0;723;723
2.472171003209725e-07;0;724;724
2.4755856040428876e-07;0;725;725
2.47900020487605e-07;0;726;726
2.482414805709213e-07;0;727;727
2.4858294065423755e-07;0;728;728
2.489244007375538e-07;0;729;729
2.492658608208701e-07;0;730;730
2.496073209041863e-07;0;731;731
2.4994878098750257e-07;0;732;732
2.5029024107081886e-07;0;733;733
2.506317011541351e-07;0;734;734
2.5097316123745135e-07;0;735;735
2.513146213207676e-07;0;736;736
2.516560814040839e-07;0;737;737
2.5199754148740013e-07;0;738;738
2.5233900157071637e-07;0;739;739
2.5268046165403267e-07;0;740;740
2.530219217373489e-07;0;741;741
2.533633818206652e-07;0;742;742
2.5370484190398145e-07;0;743;743
2.5404630198729774e-07;0;744;744
2.54387762070614e-07;0;745;745
2.5472922215393023e-07;0;746;746
2.5507068223724647e-07;0;747;747
2.5541214232056277e-07;0;748;748
2.55753602403879e-07;0;749;749
2.5609506248719525e-07;0;750;750
2.5643652257051155e-07;0;751;751
2.567779826538278e-07;0;752;752
2.5711944273714403e-07;0;753;753
2.574609028204603e-07;0;754;754
2.5780236290377657e-07;0;755;755
2.581438229870928e-07;0;756;756
2.5848528307040905e-07;0;757;757
2.5882674315372535e-07;0;758;758
2.591682032370416e-07;0;759;759
2.595096633203579e-07;0;760;760
2.5985112340367413e-07;0;761;761
2.601925834869904e-07;0;762;762
2.6053404357030667e-07;0;763;763
2.608755036536229e-07;0;764;764
2.612169637369392e-07;0;765;765
2.6155842382025545e-07;0;766;766
2.618998839035717e-07;0;767;767
2.6224134398688793e-07;0;768;768
2.6258280407020423e-07;0;769;769
2.6292426415352047e-07;0;770;770
2.632657242368367e-07;0;771;771
2.63607184320153e-07;0;772;772
2.6394864440346925e-07;0;773;773
2.642901044867855e-07;0;774;774
2.646315645701018e-07;0;775;775
2.6497302465341803e-07;0;776;776
2.653144847367343e-07;0;777;777
2.6565594482005057e-07;0;778;778
2.659974049033668e-07;0;779;779
2.663388649866831e-07;0;780;780
2.6668032506999935e-07;0;781;781
2.670217851533156e-07;0;782;782
2.673632452366319e-07;0;783;783
2.6770470531994813e-07;0;784;784
2.6804616540326437e-07;0;785;785
2.6838762548658067e-07;0;786;786
2.687290855698969e-07;0;787;787
2.6907054565321315e-07;0;788;788
2.694120057365294e-07;0;789;789
2.697534658198457e-07;0;790;790
2.7009492590316193e-07;0;791;791
2.704363859864782e-07;0;792;792
2.7077784606979447e-07;0;793;793
2.711193061531107e-07;0;794;794
2.7146076623642696e-07;0;795;795
2.7180222631974325e-07;0;796;796
